ID,company,contact,country,deadline,description,employmentType,industry,jobTitle,jobType,positionLevel,positions,qualification,readvertised,requirements,responsibilities,salary,skills,technology,town,uploadDate,url,website,year
1,Potential Staffing Limited,N/A,Kenya,N/A, We are looking for an experienced Investment Analyst to undertake financial research and report on prospective investment avenues. The successful candidate will study how an investment is likely to perform and how sustainable it is. You will participate in our sound portfolio-management strategy by providing the necessary data for our decision making process. Minimum Qualification: Bachelor Experience Level: Mid level Experience Length: 2 years Job Description ,,Recruitment,Investment Analyst,,,1,,N/A," • Proven working experience as an Investment Analyst • Solid understanding of financial set-up, procedures, statistics and economics • Excellent investment analysis software user • Strong numeric skills • Excellent quantitative and qualitative analytical skills • BS degree in Finance, Accounting or related field Qualifications: Qualified candidates are encouraged to send their updated CV. Share Job Post",,Confidential," • Proven working experience as an Investment Analyst • Solid understanding of financial set-up, procedures, statistics and economics • Excellent investment analysis software user • Strong numeric skills • Excellent quantitative and qualitative analytical skills • BS degree in Finance, Accounting or related field Qualifications: Qualified candidates are encouraged to send their updated CV. Share Job Post","Accounting, Auditing & Finance",Nairobi,N/A,https://www.brightermonday.co.ke/listings/investment-analyst-vekkpm,https://www.brightermonday.co.ke,N/A
1,Potential Staffing Limited,N/A,Kenya,N/A," The candidate will be responsible for installing and modifying the company’s existing system software. He or she will prepare to install the software by studying its technical capabilities and operations. The ideal programmer will be able to handle the vast majority of task scheduling, file system, memory management, and input/output requirements of our system. The systems programmer should also feel comfortable utilizing the most up-to-date systems and software on the market. Minimum Qualification: Bachelor Experience Level: Mid level Experience Length: 2 years Job Description Systems Programmer Job ",,Recruitment,Systems Programmer,,,1,s • Previous system administration ,N/A,,,Confidential,,Software & Data,Nairobi,N/A,https://www.brightermonday.co.ke/listings/systems-programmer-dk2477,https://www.brightermonday.co.ke,N/A
1,"Adept Systems, Management Consultants",N/A,Kenya,N/A," Bounty limited is an affiliate Company of London Distillers (K) Limited. We have acquired extensive expertise in quality and service. Minimum Qualification: Bachelor Experience Level: Entry level Experience Length: 2 years Job Description The Sales Representative, reports to the Head of Sales and Marketing. He/She is charged with the responsibility of executing sales activities in the assigned region and expansion of market share by securing business from existing and prospective customers. The incumbent will also be responsible for managing the quality and consistency of product and service delivery with the ultimate aim of improving the company’s corporate image.  ",,Manufacturing & Warehousing,"Sales Representative (Nairobi, Eldoret, Mombasa)",,,1,s and competencies · Diploma in Business Administration or equivalent · Minimum two (2) years’ sales ,N/A," are met. More specifically, you will:  · Present and sell products to existing and prospective customers by up-selling and cross-selling in line with set individual targets · Identify opportunities for further sales and new areas for development by conducting market surveys. · Play an integral role in preparing proposals, presentations and facilitating for account opening of new clientele. · Cultivate and follow up on new sales leads resulting from fieldwork, referrals and networking to establish business · Identify and pursue prospective clients and engage them in an effort to build a relationship and generate sales. · Learn the company products and services to ensure excellent knowledge for the entire range of products and services · Continuously strengthen the relationship with existing accounts through constant visits and cultivating new relationships with new clients. · Track and report on a variety of status reports including action plans, closings, follow up and targets achieved vis a vis target set. · Ensure rigorous quality checks are done to meet clients standards · Communicate new product and service opportunities and feedback gathered through fieldwork to the management. · Log in customer complaints in the system and promptly dealing with the complaints and follow up to ensure their issues have been resolved satisfactorily · Engage in marketing events such as seminars, trade shows and telemarketing events with an aim of networking and enhancing the brand visibility. · Follow up with clients on the progress of payment according to the stipulated terms  Qualificationexperience  within the FMCG Sector · Strong planning and organizational skills with excellent sales and relationship building abilities · Demonstrable ability to communicate credibly and effectively at all levels of the organization, · A go-getter, results oriented with excellent interpersonal and presentation skills · Have good numeracy, problem analysis and reporting skills · Experience of delivering client-focused solutions based on customer needs · Business acumen with high work ethic and flexibility; Share Job Post",,Confidential," are met. More specifically, you will:  · Present and sell products to existing and prospective customers by up-selling and cross-selling in line with set individual targets · Identify opportunities for further sales and new areas for development by conducting market surveys. · Play an integral role in preparing proposals, presentations and facilitating for account opening of new clientele. · Cultivate and follow up on new sales leads resulting from fieldwork, referrals and networking to establish business · Identify and pursue prospective clients and engage them in an effort to build a relationship and generate sales. · Learn the company products and services to ensure excellent knowledge for the entire range of products and services · Continuously strengthen the relationship with existing accounts through constant visits and cultivating new relationships with new clients. · Track and report on a variety of status reports including action plans, closings, follow up and targets achieved vis a vis target set. · Ensure rigorous quality checks are done to meet clients standards · Communicate new product and service opportunities and feedback gathered through fieldwork to the management. · Log in customer complaints in the system and promptly dealing with the complaints and follow up to ensure their issues have been resolved satisfactorily · Engage in marketing events such as seminars, trade shows and telemarketing events with an aim of networking and enhancing the brand visibility. · Follow up with clients on the progress of payment according to the stipulated terms  Qualificationexperience  within the FMCG Sector · Strong planning and organizational skills with excellent sales and relationship building abilities · Demonstrable ability to communicate credibly and effectively at all levels of the organization, · A go-getter, results oriented with excellent interpersonal and presentation skills · Have good numeracy, problem analysis and reporting skills · Experience of delivering client-focused solutions based on customer needs · Business acumen with high work ethic and flexibility; Share Job Post",Sales,Nairobi,N/A,https://www.brightermonday.co.ke/listings/sales-representative-nairobi-eldoret-mombasa-vekkxp,https://www.brightermonday.co.ke,N/A
1,Kenya Pipeline Company,N/A,Kenya,N/A," Reporting to the Director, Morendat Institute of Oil and Gas (MIOG), the role is responsible for day to day running of the institution, implementing and maintaining excellent training programs as well as establishing, growing and maintaining strong linkages with training and academic institutions. Minimum Qualification: Bachelor Experience Level: Management level Experience Length: 10 years Job Description DEPUTY DIRECTOR (TRAINING & ACADEMIC LINKAGES), GRADE KPC 3 – JOB REF: KPC/ADVT/11/2020 LOCATION: MORENDAT INSTITUTE OF OIL AND GAS – MORENDAT, NAIVASHA Key ",,Government,Deputy Director (Training & Academic Linkages),,,1,s and ,N/A," of Chapter Six of the Constitution of Kenya Key Competencies i. Strong well-developed interpersonal skills; ii. Flexibility and responsiveness in handling and determining issues, sound analytical skillthe ability to identify with precision the critical factors of a problem in an impartial and objective way; iii. Understanding of Oil and Gas business i.e. upstream, midstream and downstream operations; iv. Comprehensive knowledge and understanding of industry requirements including broad knowledge of international trends in Oil and gas Industry; v. Ability to deliver articulated vision for change, create a sense of urgency around change and motivate staff to join change efforts; vi. Demonstrated ability to deal patiently and sympathetically with people from diverse backgroundto develop practical solutions to problems; vii. Ability to empower staff through coaching and counselling by emphasizing accountability and results oriented management; viii. Demonstrate technical expertise in risk management, project management, quality assurance as well as monitoring and evaluation. APPLICATION REQUIREMENTS Interested candidates are requested to visit the KPC website www.kpc.co.ke under the Career Opportunities section where the Job DescriptionSpecifications as well as the User Manual containing instructions on how to apply for the positions have been posted. All applications should be received not later than 5.00pm (East African Time) on Tuesday, 21st July 2020. Kenya Pipeline Company is an equal opportunity employer committed to diversity and gender equality. Women and persons with disability are encouraged to apply. Please note that only shortlisted candidates will be contacted. Any form of canvassing will lead to automatic disqualification. Share Job Post"," i. Responsible for implementing the MIOG master plan; ii. Developing systems, procedurestrategies for implementing the institutes mandate; iii. Supervising and coordinating training and academic linkage programs iv. Ensuring full operationalization of MIOG as a competency-based training institution; v. Facilitating recruitment and selection of both academic and administrative staff; vi. Coordinating the planning, development and review of training programs in line with identified needs; vii. Translating Government policies into training programs that are relevant and up to date; viii. Liaising with other academic institutionstakeholders in relation to training and academic linkages; ix. Identify and engaging potential partnerdonors to support the Institute x. Managing the selection, training and examining of trainees to ensure quality of courserelevance to sector needs; xi. Monitor and ensure that programs are run within approved budgets. Key Qualificationexperience To be appointed to this role, the successful candidate must be a Kenyan citizen and have; i. Master’s Degree in Education or a relevant field. An earned PhD degree in a related field will be an added advantage; ii. Bachelors degree in Education, Bachelor of Commerce, Bachelor of Arts or recognized equivalent. iii. Minimum of ten (10) years relevant experience five (5) of which should be at senior management of teaching/administration in Universities, College or other institutions of higher education; iv. Membership to relevant professional body. v. Fulfills the ",Confidential," of Chapter Six of the Constitution of Kenya Key Competencies i. Strong well-developed interpersonal skills; ii. Flexibility and responsiveness in handling and determining issues, sound analytical skillthe ability to identify with precision the critical factors of a problem in an impartial and objective way; iii. Understanding of Oil and Gas business i.e. upstream, midstream and downstream operations; iv. Comprehensive knowledge and understanding of industry requirements including broad knowledge of international trends in Oil and gas Industry; v. Ability to deliver articulated vision for change, create a sense of urgency around change and motivate staff to join change efforts; vi. Demonstrated ability to deal patiently and sympathetically with people from diverse backgroundto develop practical solutions to problems; vii. Ability to empower staff through coaching and counselling by emphasizing accountability and results oriented management; viii. Demonstrate technical expertise in risk management, project management, quality assurance as well as monitoring and evaluation. APPLICATION REQUIREMENTS Interested candidates are requested to visit the KPC website www.kpc.co.ke under the Career Opportunities section where the Job DescriptionSpecifications as well as the User Manual containing instructions on how to apply for the positions have been posted. All applications should be received not later than 5.00pm (East African Time) on Tuesday, 21st July 2020. Kenya Pipeline Company is an equal opportunity employer committed to diversity and gender equality. Women and persons with disability are encouraged to apply. Please note that only shortlisted candidates will be contacted. Any form of canvassing will lead to automatic disqualification. Share Job Post",Management & Business Development,Rest of Kenya,N/A,https://www.brightermonday.co.ke/listings/deputy-director-training-academic-linkages-jrxw28,https://www.brightermonday.co.ke,N/A
1,Alternate Doors Consulting,N/A,Kenya,N/A, Our client in the automotive / manufacturing industry is currently looking to hire a General Manager. Minimum Qualification: Diploma Experience Level: Senior level Experience Length: 3 years Job Description GENERAL ,,Automotive & Aviation,General Manager,,,1,,N/A," and incorporate current best practice Create and maintain core expertise within the organisation Increase retention of skilled and experienced staff Ensure staff undertaking personal and skills development training. Monitor KPIs for departments and staff Oversee quality control throughout the company, establishing goals for each department in partnership with the department heads Leadership Provide leadership and ensure the overall efficiency and effectiveness of the organisation Ensure that the company is well regarded by its key stakeholders due to its professionalism, effectiveness, leadership and achievements Ensure activities or crises are appropriately managed whilst maintaining key objectives and focus and mitigating adverse outcomes Manage, lead and inspire the staff of the company Oversee the planning and execution of an annual retreat that includes all staff and board members Sales and Marketing The production and implementation of the annual sales and marketing plan and regular assessment of the results Ensure that appropriate and effective marketing techniques, technologies and support services are developed and integrated into marketing plans and programmes. Liaise closely with industry partners to address the seasonality patterns and explore new opportunities to drive business in tough months Effective planning, budgeting and management of all marketing resources through the careful monitoring of expenditure and analysis of return on investment in conjunction with the Business Development Manager Represent the company as required, including attendance of important functions, industry events and public meetings Develop and conduct an annual meeting to stakeholders Manage, negotiate and renew any partnership agreements with external vendors and suppliers and keep the Board of Directors informed on the progress and outcome Lead expansion to new markets Daily activities Direct administrative activities directly related to making products or providing services Prepare staff work schedules and assign specific duties Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement Manage the movement of goods into and out of production facilities to ensure efficiency, effectiveness, or sustainability of operations Perform sales field work, such as visiting clients or assisting customers, meeting the sales team Managing staff meetings GENERAL MANAGER REQUIREMENTS: Education background in a business-related field At least 3-8 years’ experience in automotive or production (3) in a supervisory role or management Good knowledge of different business functions Experience in developing and implementing strategic and business plans Knowledge of profit and loss, balance sheet and cash flow management and general finance and budgeting Ability to build consensus and relationships among executives, partners, and the workforce. Understanding of human resources and personnel management Computer literate COMPETENCIES AND SKILLS Ability to supervise others Conflict Resolution Emotional Intelligence Excellent communication skills, negotiation, and presentation skills Strong leadership qualities Team-building and Interpersonal Skills Highly organised Strong work ethic Ability to understand new issues quickly and make wise decisions Ability to inspire confidence and create trust Ability to work under pressure, plan personal workload effectively and delegate Able to excel in high-pressure situations Excellent organisational and leadership skills Strong analytical, critical thinking, and problem-solving skills Meticulous attention to detail Share Job Post",,Confidential," and incorporate current best practice Create and maintain core expertise within the organisation Increase retention of skilled and experienced staff Ensure staff undertaking personal and skills development training. Monitor KPIs for departments and staff Oversee quality control throughout the company, establishing goals for each department in partnership with the department heads Leadership Provide leadership and ensure the overall efficiency and effectiveness of the organisation Ensure that the company is well regarded by its key stakeholders due to its professionalism, effectiveness, leadership and achievements Ensure activities or crises are appropriately managed whilst maintaining key objectives and focus and mitigating adverse outcomes Manage, lead and inspire the staff of the company Oversee the planning and execution of an annual retreat that includes all staff and board members Sales and Marketing The production and implementation of the annual sales and marketing plan and regular assessment of the results Ensure that appropriate and effective marketing techniques, technologies and support services are developed and integrated into marketing plans and programmes. Liaise closely with industry partners to address the seasonality patterns and explore new opportunities to drive business in tough months Effective planning, budgeting and management of all marketing resources through the careful monitoring of expenditure and analysis of return on investment in conjunction with the Business Development Manager Represent the company as required, including attendance of important functions, industry events and public meetings Develop and conduct an annual meeting to stakeholders Manage, negotiate and renew any partnership agreements with external vendors and suppliers and keep the Board of Directors informed on the progress and outcome Lead expansion to new markets Daily activities Direct administrative activities directly related to making products or providing services Prepare staff work schedules and assign specific duties Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement Manage the movement of goods into and out of production facilities to ensure efficiency, effectiveness, or sustainability of operations Perform sales field work, such as visiting clients or assisting customers, meeting the sales team Managing staff meetings GENERAL MANAGER REQUIREMENTS: Education background in a business-related field At least 3-8 years’ experience in automotive or production (3) in a supervisory role or management Good knowledge of different business functions Experience in developing and implementing strategic and business plans Knowledge of profit and loss, balance sheet and cash flow management and general finance and budgeting Ability to build consensus and relationships among executives, partners, and the workforce. Understanding of human resources and personnel management Computer literate COMPETENCIES AND SKILLS Ability to supervise others Conflict Resolution Emotional Intelligence Excellent communication skills, negotiation, and presentation skills Strong leadership qualities Team-building and Interpersonal Skills Highly organised Strong work ethic Ability to understand new issues quickly and make wise decisions Ability to inspire confidence and create trust Ability to work under pressure, plan personal workload effectively and delegate Able to excel in high-pressure situations Excellent organisational and leadership skills Strong analytical, critical thinking, and problem-solving skills Meticulous attention to detail Share Job Post",Management & Business Development,Nairobi,N/A,https://www.brightermonday.co.ke/listings/general-manager-rvjrqx,https://www.brightermonday.co.ke,N/A
1,Potential Staffing Limited,N/A,Kenya,N/A, We're looking for a Country Manager to join our team and manage all business operations in the country. Minimum Qualification: Bachelor Experience Level: Management level Experience Length: 5 years Job Description Key Duties and ,,Recruitment,General Manager,,,1,,N/A,,,Confidential,,Management & Business Development,Nairobi,N/A,https://www.brightermonday.co.ke/listings/general-manager-q752qw,https://www.brightermonday.co.ke,N/A
1,BrighterMonday Consulting,N/A,Kenya,N/A," The Head of Business Development is responsible for overseeing the operation of sales growth to SMEs and Corporates Business, increase company revenue by identifying profitable business opportunities Minimum Qualification: Bachelor Experience Level: Management level Experience Length: 8 years Job Description The role will be responsible for developing long-term business growth strategies; recommending ways to improve operations planning, attending meetings with clients and advisors, and notifying partners of key business developments. S/he will champion the acquisition, growth and retention of customers and sales in all company products. The incumbent will assess business risks by analyzing financial, statistical, and economic data. Key Measures of Performance The performance of this role holder will be assessed on the basis of the achievements made on: Achievement of set revenue targets Customer acquisition Customer retention Customer delight – through a well delivered user experience New business growth and development People management – of team to ensure optimal delivery Supplier & vendor management Key ",,IT & Telecoms,Head of Business Development,,,1,,N/A,": Bachelor's degree in Business Administration, Marketing, Finance, or related field; Master's degree is advantageous. At least eight (8) years of proven sales track record plus at least four (4) years in a senior role within a highly commercial environment with demonstrable experience managing sales teams to achieve targets. Experienced in B2B sales, reseller marketing and strategic analysis Good understanding of ICT and ICT platforms is preferred. Strong proficiency in Microsoft Word, Excel, PowerPoint and statistical analysis software. Excellent analytical, problem-solving, and decision-making skills. Exceptional leadership and management skills. Effective communication, negotiation and superior presentation skills, both written and verbal. Strong business acumen. Experience researching market trends, targeting relationships and using proven methods to develop business strategy while retaining marketing partners Excellent organizational skills, with emphasis on priorities and goal setting. Technical skills required to understand and propose products or solutions by focusing on client requirements. Ability to communicate information, whether technical or non-technical to staff members and customers, in a clear and concise manner. Highly influential with the ability to bring together stakeholders. Ability to positively influence others to deliver business results. Share Job Post"," Drive the development and implement business development strategy for growth of Key Accounts in all existing and new products and solutions. Interpret client needs and propose value adding solutions that address the client’s needs and objectives as well as liaising with the relevant teams to ensure proposed client solutions are developed and monetized. Propose improvements of the user experience within the existing and new products and solutions. Lead and develop the implementation of approved product strategies to enhance revenue growth and oversee the development of existing and new products and solutions. Develop and implement sales and business development plans for Key Accounts and resellers for solutions. Set up and drive agreed sales targets for the team which involves monitoring of set sales targets and other relevant business KPIs for each sales team member and perform regular sales performance reviews. Building solid relationships with customers, vendors and distributors, as well as sales and marketing teams. Developing in-depth knowledge of company offerings to identify profitable business opportunities. Directing marketing efforts by presenting market research to marketing directors and suggesting strategies to expand market research. Preparing all documentation required for requests for proposals (RFPs). Researching emerging trends and recommending new company offerings to satisfy customers’ needs. Developing and managing strategic partnerships to grow business. Presenting business or marketing opportunities to company executives and management. Selecting automation software and software platforms that best meet company needs. ",Confidential,": Bachelor's degree in Business Administration, Marketing, Finance, or related field; Master's degree is advantageous. At least eight (8) years of proven sales track record plus at least four (4) years in a senior role within a highly commercial environment with demonstrable experience managing sales teams to achieve targets. Experienced in B2B sales, reseller marketing and strategic analysis Good understanding of ICT and ICT platforms is preferred. Strong proficiency in Microsoft Word, Excel, PowerPoint and statistical analysis software. Excellent analytical, problem-solving, and decision-making skills. Exceptional leadership and management skills. Effective communication, negotiation and superior presentation skills, both written and verbal. Strong business acumen. Experience researching market trends, targeting relationships and using proven methods to develop business strategy while retaining marketing partners Excellent organizational skills, with emphasis on priorities and goal setting. Technical skills required to understand and propose products or solutions by focusing on client requirements. Ability to communicate information, whether technical or non-technical to staff members and customers, in a clear and concise manner. Highly influential with the ability to bring together stakeholders. Ability to positively influence others to deliver business results. Share Job Post",Management & Business Development,Nairobi,N/A,https://www.brightermonday.co.ke/listings/head-of-business-development-p6j2ww,https://www.brightermonday.co.ke,N/A
1,I&J Consultants Limited,N/A,Kenya,N/A," Responsible for driving the business strategy, ensuring the growth and development. This would include the achievement of defined revenue targets, the development of organizational capacity, and the growth of the business both locally and regionally as well as projects management. Minimum Qualification: Bachelor Experience Level: Management level Experience Length: 15 years Job Description MPORTANT Only applications received via BrighterMonday will be considered. Any phone calls, emails or other types of canvassing may lead to your application being disqualified. Please do not apply if you do not meet the minimum requirements set out below. Department Commercial Services Position Reports to Managing Director Position Supervises • Clearing & Forwarding Manager • Business Development Manager • Shared Services Manager Duties and ",,Recruitment,"General Manager, Commercial Services",,,1,,N/A," to engage in clearing and forwarding business are met; f) Oversee the entire clearing and forwarding processes to ensure timely delivery of services; g) Ensure appropriate customer measures and Key Performance Indicators (KPI’s) are maintained at business level; h) Facilitate the business development process and guide the commercial team with every aspect of client relations. III. Perform any other duties as may be assigned from time to time Key Result Areas: The jobholder’s accountability areas are outlined as follows: a) Achievement of revenue targets; b) Management of cost of operations; c) Submission of accurate, timely and relevant reports to the MD and the Board; d) Effective management of all teams to ensure achievement of the set goals; e) Continuous process improvement of services through efficient working; f) Enforcement of relevant guidelines, rules and regulations g) Effective communication of all company policy guidelines; h) Efficient liaison with external stakeholders. Knowledge and Skills Required: The jobholder must possess: a) A minimum of Bachelor’s degree in a Business related field; b) A minimum of 15 years relevant experience with a minimum of 5 years in a senior leadership role; c) A diploma in clearing & forwarding or any other related course from a recognized institution; d) Must demonstrate a thorough knowledge and understanding of customs legislation, tariffs, import/export documentation, customs clearance, bond management and customs declaration; e) Must be well conversant with port operations procedures with established relationship with all stake holders of the clearing and forwarding industry. f) Must have good knowledge of government procedures relating to imports & exports knowledge of customs laws pertaining to Kenya, East Africa; g) Must demonstrate the ability to maintain good working relationships with all the stakeholders; h) Must possess leadership skills and be a team player; i) Ability to work independently with sound decision making techniques; j) Must demonstrate good supervision skills; k) Must demonstrate ability to delegate work and provide solutions to technicalities as well as conflict management; l) Must demonstrate strong financial acumen; m) Must be flexible in work habits and schedules, n) Must demonstrate high integrity and ethical practice; o) Must demonstrate commitment to operational effectiveness; p) Must have knowledge in use of MS office packages. If you fit any of the profiles above and interested in this challenging opportunity please submit your application with a detailed CV. Share Job Post"," a) Oversee the functioning of an efficient clearing and forwarding operations within the company; b) Ensure that the business has a robust sales and business development processes; c) Guide the resolution of any problem that may arise with shipping lines, Kenya Revenue Authority, or port operations; d) Oversee the coordination with client companies to obtain volume of future shipments for internal planning as well as maintaining good relationship and positive image of the company; e) Ensure all regulatory ",Confidential," to engage in clearing and forwarding business are met; f) Oversee the entire clearing and forwarding processes to ensure timely delivery of services; g) Ensure appropriate customer measures and Key Performance Indicators (KPI’s) are maintained at business level; h) Facilitate the business development process and guide the commercial team with every aspect of client relations. III. Perform any other duties as may be assigned from time to time Key Result Areas: The jobholder’s accountability areas are outlined as follows: a) Achievement of revenue targets; b) Management of cost of operations; c) Submission of accurate, timely and relevant reports to the MD and the Board; d) Effective management of all teams to ensure achievement of the set goals; e) Continuous process improvement of services through efficient working; f) Enforcement of relevant guidelines, rules and regulations g) Effective communication of all company policy guidelines; h) Efficient liaison with external stakeholders. Knowledge and Skills Required: The jobholder must possess: a) A minimum of Bachelor’s degree in a Business related field; b) A minimum of 15 years relevant experience with a minimum of 5 years in a senior leadership role; c) A diploma in clearing & forwarding or any other related course from a recognized institution; d) Must demonstrate a thorough knowledge and understanding of customs legislation, tariffs, import/export documentation, customs clearance, bond management and customs declaration; e) Must be well conversant with port operations procedures with established relationship with all stake holders of the clearing and forwarding industry. f) Must have good knowledge of government procedures relating to imports & exports knowledge of customs laws pertaining to Kenya, East Africa; g) Must demonstrate the ability to maintain good working relationships with all the stakeholders; h) Must possess leadership skills and be a team player; i) Ability to work independently with sound decision making techniques; j) Must demonstrate good supervision skills; k) Must demonstrate ability to delegate work and provide solutions to technicalities as well as conflict management; l) Must demonstrate strong financial acumen; m) Must be flexible in work habits and schedules, n) Must demonstrate high integrity and ethical practice; o) Must demonstrate commitment to operational effectiveness; p) Must have knowledge in use of MS office packages. If you fit any of the profiles above and interested in this challenging opportunity please submit your application with a detailed CV. Share Job Post",Management & Business Development,Nairobi,N/A,https://www.brightermonday.co.ke/listings/general-manager-commercial-services-kgxxd8,https://www.brightermonday.co.ke,N/A
1,Reliable Recruiters,N/A,Kenya,N/A, Applications are invited from qualified persons for the above vacant position. Minimum Qualification: Bachelor Experience Level: Senior level Experience Length: 7 years Job Description ,,Recruitment,Business Manager,,,1,,N/A, • 7 years Proven experience as business manager or relevant role • Digital Marketing knowledge • Passion for sales • Financial institution experience is a plus • Excellent organizational and leadership skills • Outstanding communication and interpersonal abilities • Thorough understanding of diverse business processes and strategy development • Good understanding of research methods and data analysis techniques • BSc/Ba in Business Management or relevant field; MSc/MA will be a plus Share Job Post,,Confidential, • 7 years Proven experience as business manager or relevant role • Digital Marketing knowledge • Passion for sales • Financial institution experience is a plus • Excellent organizational and leadership skills • Outstanding communication and interpersonal abilities • Thorough understanding of diverse business processes and strategy development • Good understanding of research methods and data analysis techniques • BSc/Ba in Business Management or relevant field; MSc/MA will be a plus Share Job Post,Management & Business Development,Nairobi,N/A,https://www.brightermonday.co.ke/listings/business-manager-nxj2kv,https://www.brightermonday.co.ke,N/A
1,County Public Service Board of Bungoma,N/A,Kenya,N/A," The County Public Service Board of Bungoma wishes to recruit competent and qualified persons to fill the above vacant positions. Minimum Qualification: Bachelor Experience Level: Senior level Experience Length: 12 years Job Description DEPARTMENT OF PUBLIC SERVICE MANAGEMENT & ADMINISTRATION CPSBB 2/06/2020 COUNTY DIRECTOR PUBLIC PARTICIPATION & CIVIC EDUCATION, JG “R” [1 POST] An officer at this level will be answerable to the Chief Officer, Public Service Management and Administration for the following duties and ",,Government,County Director Public Participation & Civic Education,,,1,s. c) Have attended a Strategic Leadership Development Course lasting not less than six (6) weeks from a recognized Institution d) A Master’s degree in the relevant field e) Have at least five years’ ,N/A," for Appointment For appointment to this grade, a candidate must; a) Have relevant working experience of not less than twelve (12) years, three (3) years of which at the grade of Deputy Director Public Participation and Civic Education JG “Q” or equivalent and relevant position in the public service or private sector b) Have a degree in Political Science/Public Administration/Communication or Law from a university recognized in Kenya or its equivalent and relevant qualificationexperience in Administration or Civic Education; and proven experience in Community work and mobilization f) Have good understanding of County Legislative process Terms of Service: - 5 years contract How to Apply Applications including detailed Curriculum Vitae (C.V), Copies of Academic and Professional Certificates, Testimonials, National Identification Card or Passport and any other supporting documents should be submitted in sealed envelope, clearly indicating the position applied for on the top left side of the envelope. Bungoma County residents will be required to indicate their Sub-county and ward of residence to reach the undersigned by 14th July, 2020 at 5.00pm Hand delivered applications should be submitted to the County Public Service Board Offices located next to the Governor’s Office. PLEASE NOTE: Bungoma County Public Service Board does not charge ANY FEE at any stage of the recruitment and selection process. Only shortlisted candidates will be contacted. The Secretary County Public Service Board P.O Box 2489-50200 BUNGOMA Share Job Post"," Duties and Responsibilities a) Coordinating public participation activities of the County Executive b) Mobilize and organize the public, stakeholders and local communities to participate in county governance and decision making processes c) Sensitize the public on county structures and opportunities for Public Participation; d) Establishing linkages with Local and International institutions, associations and organizations whose objectives are to promote public participation within the county e) Collaborate with relevant institutions in the County to promote access to information and civic education programmes f) Establish an appropriate feedback mechanism to the public g) Ensure that the citizen participation processes adhere to the relevant legislation, regulations, policies or guidelines affecting the rights and responsibilities of the public officers and the participants h) Facilitate public education and training programmes relating to citizen participation; i) Receiving and coordinating citizen petitions within the County Executive j) Maintain a depository of all information, correspondence and documentation on public participation and citizen petitions within the County Executive k) Assessing the public responsiveness to public participation and making recommendation to the County Executive Committee Member l) Advise the County Executive Committee Member generally on the appropriate policies, plans and strategies for enhancing public participation and civic education in the county; and m) Carry out any other function in furtherance of the objects and purpose of the County Assembly Participation and Civic education Act and as may be assigned by the County Executive Committee Member ",Confidential," for Appointment For appointment to this grade, a candidate must; a) Have relevant working experience of not less than twelve (12) years, three (3) years of which at the grade of Deputy Director Public Participation and Civic Education JG “Q” or equivalent and relevant position in the public service or private sector b) Have a degree in Political Science/Public Administration/Communication or Law from a university recognized in Kenya or its equivalent and relevant qualificationexperience in Administration or Civic Education; and proven experience in Community work and mobilization f) Have good understanding of County Legislative process Terms of Service: - 5 years contract How to Apply Applications including detailed Curriculum Vitae (C.V), Copies of Academic and Professional Certificates, Testimonials, National Identification Card or Passport and any other supporting documents should be submitted in sealed envelope, clearly indicating the position applied for on the top left side of the envelope. Bungoma County residents will be required to indicate their Sub-county and ward of residence to reach the undersigned by 14th July, 2020 at 5.00pm Hand delivered applications should be submitted to the County Public Service Board Offices located next to the Governor’s Office. PLEASE NOTE: Bungoma County Public Service Board does not charge ANY FEE at any stage of the recruitment and selection process. Only shortlisted candidates will be contacted. The Secretary County Public Service Board P.O Box 2489-50200 BUNGOMA Share Job Post",Management & Business Development,Rest of Kenya,N/A,https://www.brightermonday.co.ke/listings/county-director-public-participation-civic-education-6kvv44,https://www.brightermonday.co.ke,N/A
1,Influx Inc,N/A,Kenya,N/A,,,IT & Telecoms,Senior Operations Manager,, Management level ,1,: Bachelor ,N/A,,,"Less than 15,000",,Management & Business Development,Nairobi,N/A,https://www.brightermonday.co.ke/listings/senior-operations-manager-jrxqpe,https://www.brightermonday.co.ke,N/A
